id_wikidata	article	subject	previous_title	school	theme	argument	year	exhisting	avg_pv	avg_pv_prev	visits_1520	size	notes	images	references	incipit_size	incipit_on_size	issues	issue_source-needed	issue_clarify	discussion_size	first_edit	days
Q719967	Costituzione della Repubblica Italiana	Diritto e Economia		Superiori	Organizzazione dello stato italiano		0	1	1920	2088	3450430	147522	135	25	12	1402	0.95	0	0	0	93022	2003-04-22	6250
Q9317	John Maynard Keynes	Diritto e Economia		Superiori	Economia e il sistema economico		2.1	1	347	429	623230	39318	17	16	10	1387	3.53	0	0	0	3102	2003-04-17	6255
Q7748	Diritto	Diritto e Economia		Superiori	La società e ordinamento giuridico		0	1	288	270	517283	19147	2	0	1	431	2.25	1	0	0	10052	2003-01-05	6357
Q271855	Bilancio dello Stato	Diritto e Economia		Superiori	I soggetti economici		???	1	139	146	248965	9806	2	0	0	689	7.03	1	0	0	3577	2005-05-27	5484
Q81329802	Decreto-legge	Diritto e Economia		Superiori	Organizzazione dello stato italiano		???	1	460	463	825825	18635	20	0	5	1127	6.05	0	0	0	3247	2007-05-07	4774
Q3242046	Diritti economici, sociali e culturali	Diritto e Economia		Superiori	Costituzione e cittadinanza: libertà, diritti e doveri		sociali e culturali	1	19	24	34600	20636	12	1	8	2342	11.35	0	1	0	105	sociali e culturali	#VALUE!
-	Famiglia (operatore economico)	Diritto e Economia		Superiori	I soggetti economici		2.1	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	matching	#VALUE!
Q3797511	Inabilitazione	Diritto e Economia		Superiori	Soggetti del diritto		???	1	7	0	4428	4428	7	0	0	731	16.51	0	0	0	5503	???	#VALUE!
-	Integrazione internazionale	Diritto e Economia		Superiori	Relazioni economiche itnernazionali		2.1	1	31	33	55762	0	0	0	0	0	#DIV/0!	0	0	0	0	matching	#VALUE!
Q685744	Licenziamento (ordinamento italiano)	Diritto e Economia	Licenziamento (diritto italiano)	Superiori	Mercato del lavoro		2.1	1	15	32	26129	62500	21	0	0	240	0.38	0	0	0	0	matching	#VALUE!
-	Operatore economico	Diritto e Economia		Superiori	I soggetti economici		2.1	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	matching	#VALUE!
-	Procedimento legislativo	Diritto e Economia	Procedimento legislativo (Italia)	Superiori	Organizzazione dello stato italiano		0	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	matching	#VALUE!
-	Stato (operatore economico)	Diritto e Economia		Superiori	I soggetti economici		2.1	0				0	0	0	0	0	#DIV/0!	0	0	0	0	matching	#VALUE!
Q3796473	Illuminismo in Germania	Filosofia		Superiori	Illuminismo		???	1	16	9	28664	7763	8	0	4	781	10.06	0	0	0	39	2011-10-27	3140
Q2142166	Paradosso di Achille e la tartaruga	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	238	259	426899	6903	5	1	1	238	3.45	0	0	0	1367	2008-12-15	4186
Q2733908	Empiriocriticismo	Filosofia		Superiori	Filosofia tra ottocento e novecento		???	1	10	10	17658	9948	9	0	5	633	6.36	0	0	0	792	2008-11-05	4226
Q178709	Giambattista Vico	Filosofia		Superiori	Illuminismo		???	1	207	193	372838	67381	49	8	5	2	0.00	0	0	0	16041	2008-10-30	4232
Q264592	Neohegelismo	Filosofia		Superiori	Novecento		???	1	11	13	20000	6391	2	0	3	497	7.78	0	0	0	39	2008-08-19	4304
Q1248980	Fisica aristotelica	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	35	32	63382	19847	20	3	4	1091	5.50	0	0	0	79	2008-06-21	4363
Q463846	Pierre Charron	Filosofia		Superiori	Umanesimo, rinascimento e rifoma		???	1	2	2	4172	4489	0	2	5	1	0.02	0	0	0	39	2008-06-10	4374
Q76516	Richard Avenarius	Filosofia		Superiori	Filosofia tra ottocento e novecento		???	1	3	3	5512	21311	6	1	2	1	0.00	0	0	0	39	2008-05-24	4391
Q2636432	Spiritualismo	Filosofia		Superiori	Filosofia tra ottocento e novecento		???	1	39	39	69599	8107	8	1	1	2315	28.56	0	0	0	355	2008-05-16	4399
Q264028	Giovanni di Salisbury	Filosofia		Superiori	Filosofia nell'età medievale		???	1	11	11	19206	8097	8	2	8	316	3.90	0	0	0	3554	2008-03-29	4447
Q1061693	La gaia scienza	Filosofia		Superiori	Tra settecento e ottocento		???	1	66	58	119064	13370	12	2	2	1161	8.68	0	0	0	39	2007-07-08	4712
Q160460	Al-Farabi	Filosofia		Superiori	Filosofia nell'età medievale		???	1	11	14	20568	13368	10	2	15	833	6.23	0	0	0	39	2007-06-11	4739
Q3745515	Filosofia latina	Filosofia		Superiori	Filosofia latina		???	1	18	15	31470	17150	3	4	4	331	1.93	0	0	0	39	2007-04-09	4802
Q190944	Jean Bodin	Filosofia		Superiori	Umanesimo, rinascimento e rifoma		???	1	46	42	82642	10955	3	1	2	395	3.61	0	0	0	543	2007-04-05	4806
Q190279	Scuola di Mileto	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	35	41	62128	3965	2	4	3	1884	47.52	1	0	0	655	2007-02-24	4846
Q744738	Enciclopedista	Filosofia		Superiori	Illuminismo		???	1	8	8	14442	5691	2	0	0	717	12.60	0	0	0	901	2007-01-26	4875
Q1191320	Rivoluzione copernicana	Filosofia		Superiori	Tra cinquecente e seicento		???	1	79	76	141896	3887	1	0	4	544	14.00	0	0	0	120	2007-01-19	4882
Q3796476	Illuminismo in Italia	Filosofia		Superiori	Illuminismo		???	1	98	92	176677	10781	9	3	7	372	3.45	0	0	0	1892	2007-01-16	4885
Q1399	Niccolò Machiavelli	Filosofia		Superiori	Umanesimo, rinascimento e rifoma		2.3	1	760	766	1366322	85726	45	16	15	1904	2.22	0	2	0	49567	2006-12-06	4926
Q182128	Giovanni Pico della Mirandola	Filosofia		Superiori	Umanesimo, rinascimento e rifoma		???	1	244	240	438567	34431	25	11	26	94	0.27	0	0	0	9188	2006-12-01	4931
Q6527	Jean-Jacques Rousseau	Filosofia		Superiori	Illuminismo		???	1	557	772	1001633	151257	223	23	16	4603	3.04	0	0	0	32492	2006-11-29	4933
Q2236965	Strutturalismo (filosofia)	Filosofia		Superiori	Novecento		???	1	104	124	186724	6030	3	0	0	1103	18.29	1	0	0	1753	2006-10-28	4965
Q22738	Mito della caverna	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	417	462	749336	21201	1	3	1	482	2.27	0	0	0	4632	2006-10-13	4980
Q1998646	Scetticismo filosofico	Filosofia		Superiori	Filosofia e scienza nell'età ellenistica		???	1	136	132	243848	26618	17	0	18	366	1.38	0	0	0	2434	2006-10-13	4980
Q272119	Étienne Bonnot de Condillac	Filosofia		Superiori	Illuminismo		???	1	21	17	37146	15931	0	1	6	222	1.39	1	1	0	39	2006-09-10	5013
Q191776	Apologetica	Filosofia		Superiori	Patristica		???	1	68	64	122515	20406	1	2	4	664	3.25	2	0	0	5967	2006-08-24	5030
Q309818	Nicolas Malebranche	Filosofia		Superiori	Tra seicento e settecento		???	1	21	15	38039	18008	10	1	0	319	1.77	0	0	0	228	2006-08-09	5045
Q737560	Neokantismo	Filosofia		Superiori	Novecento		???	1	12	11	22436	4950	0	0	0	1212	24.48	0	0	0	39	2006-06-03	5112
Q337311	Antonio Rosmini	Filosofia		Superiori	Filosofia tra ottocento e novecento		???	1	89	81	159248	45484	16	8	1	81	0.18	0	0	0	3765	2006-06-02	5113
Q183144	Epitteto	Filosofia		Superiori	Filosofia latina		???	1	82	94	147696	23702	35	5	4	501	2.11	0	0	0	3239	2006-05-17	5129
Q154959	Ugo Grozio	Filosofia		Superiori	Tra cinquecente e seicento		???	1	59	61	105930	58362	52	11	64	3259	5.58	2	0	0	4184	2006-05-04	5142
Q1789540	Criticismo	Filosofia		Superiori	Illuminismo		???	1	44	40	78889	15517	11	2	7	1747	11.26	0	0	0	2235	2006-04-20	5156
Q193769	Marco Fabio Quintiliano	Filosofia		Superiori	Filosofia latina		???	1	94	101	169542	10144	8	1	0	1	0.01	0	0	0	2828	2006-04-15	5161
Q1541	Marco Tullio Cicerone	Filosofia		Superiori	Filosofia latina		???	1	673	575	1208630	108988	105	23	8	2251	2.07	0	0	0	28450	2006-04-15	5161
Q47154	Tito Lucrezio Caro	Filosofia		Superiori	Filosofia latina		2.3	1	138	139	247757	46003	53	9	28	1643	3.57	0	0	0	11464	2006-04-11	5165
Q60080	Wilhelm Dilthey	Filosofia		Superiori	Filosofia tra ottocento e novecento		???	1	25	25	44255	11111	0	1	8	41	0.37	0	1	0	1036	2006-04-06	5170
Q192313	Pirrone	Filosofia		Superiori	Filosofia e scienza nell'età ellenistica		???	1	24	23	43343	6667	3	2	11	778	11.67	0	0	0	196	2006-03-25	5182
Q140694	Alexis de Tocqueville	Filosofia		Superiori	Tra settecento e ottocento		???	1	98	97	176214	33554	26	5	3	389	1.16	0	0	0	3054	2006-03-21	5186
Q131015	Positivismo	Filosofia		Superiori	Tra settecento e ottocento		2.4	1	482	506	866576	25126	20	4	6	1391	5.54	0	0	0	7085	2006-03-08	5199
Q160590	Utilitarismo	Filosofia		Superiori	Tra settecento e ottocento		???	1	117	112	209527	47098	5	5	48	291	0.62	1	0	0	812	2006-03-06	5201
Q125249	William James	Filosofia		Superiori	Filosofia tra ottocento e novecento		???	1	79	97	142043	15756	4	2	8	2	0.01	0	0	0	995	2006-03-01	5206
Q310916	Giamblico	Filosofia		Superiori	Filosofia e scienza nell'età ellenistica		???	1	21	22	38031	11486	2	1	5	2	0.02	0	0	0	289	2006-02-21	5214
Q123397	La Repubblica (dialogo)	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	178	171	320351	51484	40	7	3	3453	6.71	0	0	0	2110	2006-02-08	5227
Q174929	Tertulliano	Filosofia		Superiori	Patristica		???	1	85	84	151942	17925	14	2	10	371	2.07	0	0	0	3866	2006-02-07	5228
Q82778	Plinio il Vecchio	Filosofia		Superiori	Filosofia latina		???	1	205	209	367808	15650	14	3	0	2023	12.93	0	0	0	889	2006-02-03	5232
Q192374	Marsilio Ficino	Filosofia		Superiori	Umanesimo, rinascimento e rifoma		???	1	109	111	195745	33402	42	7	4	2	0.01	0	0	0	2248	2006-02-02	5233
Q131805	John Dewey	Filosofia		Superiori	Novecento		???	1	169	225	304021	17390	4	4	7	329	1.89	0	0	0	2127	2006-01-23	5243
Q43746	Bonaventura da Bagnoregio	Filosofia		Superiori	Filosofia nell'età medievale		???	1	85	80	152151	31885	5	9	23	1221	3.83	0	1	0	4315	2006-01-21	5245
Q2236765	Res cogitans e res extensa	Filosofia		Superiori	Tra cinquecente e seicento		???	1	74	77	132342	3091	2	0	0	607	19.64	0	0	0	1358	2006-01-19	5247
Q314488	Leonardo Bruni	Filosofia		Superiori	Umanesimo, rinascimento e rifoma		2.3	1	31	28	56194	7545	2	4	4	1	0.01	0	0	0	212	2006-01-15	5251
Q127398	Mosè Maimonide	Filosofia		Superiori	Filosofia nell'età medievale		???	1	56	83	100394	65581	50	21	18	1422	2.17	0	0	0	2483	2005-12-04	5293
Q435006	Berengario di Tours	Filosofia		Superiori	Filosofia nell'età medievale		???	1	7	8	13385	8134	7	1	6	2	0.02	1	0	0	39	2005-11-21	5306
Q315357	Marsilio da Padova	Filosofia		Superiori	Filosofia nell'età medievale		???	1	26	30	47330	15842	0	3	11	4	0.03	1	0	0	651	2005-11-13	5314
Q153034	Emmanuel Lévinas	Filosofia		Superiori	Novecento		???	1	55	63	99245	39867	54	6	51	20	0.05	0	0	0	2417	2005-11-08	5319
Q317098	Lanfranco di Canterbury	Filosofia		Superiori	Filosofia nell'età medievale		???	1	7	6	11774	10070	2	3	5	4	0.04	1	1	0	667	2005-11-08	5319
Q184226	Gilles Deleuze	Filosofia		Superiori	Novecento		???	1	107	114	192769	24849	10	0	0	1614	6.50	0	0	0	1379	2005-11-06	5321
Q258369	Pier Damiani	Filosofia		Superiori	Filosofia nell'età medievale		???	1	38	37	68365	38045	24	10	13	427	1.12	0	1	0	3270	2005-10-23	5335
Q233711	Melisso di Samo	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	11	11	19683	9009	7	1	4	461	5.12	0	0	0	438	2005-10-20	5338
Q162145	Neoplatonismo	Filosofia		Superiori	Filosofia e scienza nell'età ellenistica		???	1	156	161	280146	63116	44	23	21	1685	2.67	0	0	0	2207	2005-10-13	5345
Q318787	Pietro Pomponazzi	Filosofia		Superiori	Umanesimo, rinascimento e rifoma		???	1	27	28	49262	20312	6	4	3	1	0.00	0	0	0	39	2005-10-01	5357
Q457986	Bernardino Telesio	Filosofia		Superiori	Tra cinquecente e seicento		???	1	64	55	115112	18464	25	2	4	2	0.01	0	0	0	993	2005-09-22	5366
Q43939	Anselmo d'Aosta	Filosofia		Superiori	Filosofia nell'età medievale		???	1	83	75	149782	115562	139	15	23	2160	1.87	0	0	0	32118	2005-08-27	5392
Q93113	Coluccio Salutati	Filosofia		Superiori	Umanesimo, rinascimento e rifoma		???	1	35	28	63684	65877	96	10	13	1854	2.81	0	0	0	379	2005-07-19	5431
Q184500	Giovanni Scoto Eriugena	Filosofia		Superiori	Patristica		???	1	30	28	53198	18027	5	1	17	2	0.01	1	0	0	39	2005-07-18	5432
Q254982	Panta rhei	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	375	600	673696	2954	4	1	0	861	29.15	0	0	0	216	2005-07-08	5442
Q131117	Maria Montessori	Filosofia		Superiori	Filosofia tra ottocento e novecento		???	1	667	778	1199005	76967	73	36	11	368	0.48	0	0	0	17095	2005-07-07	5443
Q171677	Ruggero Bacone	Filosofia		Superiori	Filosofia nell'età medievale		???	1	51	73	91530	16198	4	3	8	696	4.30	0	0	0	1637	2005-06-22	5458
Q378706	Vincenzo Gioberti	Filosofia		Superiori	Filosofia tra ottocento e novecento		???	1	82	76	147538	16734	6	3	20	3	0.02	0	0	0	210	2005-06-21	5459
Q50020	John Stuart Mill	Filosofia		Superiori	Tra settecento e ottocento		???	1	113	108	203333	21671	3	5	24	2	0.01	0	0	0	174	2005-06-16	5464
Q80968	Nichilismo	Filosofia		Superiori	Tra settecento e ottocento		???	1	816	728	1466884	62546	64	4	18	4274	6.83	0	0	0	21570	2005-06-13	5467
Q316559	Arnold Geulincx	Filosofia		Superiori	Tra cinquecente e seicento		???	1	2	2	3861	2401	0	0	2	1767	73.59	0	0	0	208	2005-06-07	5473
Q188883	Clemente Alessandrino	Filosofia		Superiori	Patristica		???	1	34	33	61427	23871	8	2	6	2	0.01	0	0	0	4212	2005-06-04	5476
Q82049	George Berkeley	Filosofia		Superiori	Tra seicento e settecento		???	1	52	47	92759	12262	6	2	18	2	0.02	0	0	0	39	2005-06-03	5477
Q839475	Metodo socratico	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	237	228	425669	25077	13	2	2	468	1.87	0	0	0	5754	2005-05-31	5480
Q39837	Averroè	Filosofia		Superiori	Filosofia nell'età medievale		???	1	131	128	235308	23636	17	7	10	2	0.01	0	0	0	2477	2005-05-26	5485
Q192447	Socialismo utopico	Filosofia		Superiori	Tra settecento e ottocento		???	1	39	62	70151	4287	0	1	11	606	14.14	0	0	0	2482	2005-05-24	5487
Q170472	Origene	Filosofia		Superiori	Patristica		???	1	88	101	158557	54491	62	2	42	1519	2.79	1	0	0	11312	2005-05-12	5499
Q126692	Pragmatismo	Filosofia		Superiori	Filosofia tra ottocento e novecento		???	1	175	121	313767	9290	10	1	0	1087	11.70	0	0	0	2008	2005-05-12	5499
Q107342	Sillogismo	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	326	284	584950	31526	4	49	18	1580	5.01	1	0	0	7645	2005-05-04	5507
Q154751	Nicola Cusano	Filosofia		Superiori	Filosofia nell'età medievale		???	1	122	112	219064	57542	19	17	26	2	0.00	1	0	0	6668	2005-05-02	5509
Q93996	Ernst Mach	Filosofia		Superiori	Filosofia tra ottocento e novecento		???	1	34	36	61587	11859	2	4	3	168	1.42	0	0	0	847	2005-04-27	5514
Q59138	Diogene Laerzio	Filosofia		Superiori	Filosofia e scienza nell'età ellenistica		???	1	53	52	94364	8135	10	2	2	170	2.09	0	0	0	196	2005-04-26	5515
Q48235	Stoicismo	Filosofia		Superiori	Filosofia e scienza nell'età ellenistica		???	1	539	573	968368	33703	24	5	23	2768	8.21	0	0	0	7804	2005-04-26	5515
Q160362	Teofrasto	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	42	43	75230	14785	18	2	0	136	0.92	0	0	0	281	2005-04-21	5520
Q37160	David Hume	Filosofia		Superiori	Tra seicento e settecento		???	1	179	236	320801	27818	14	2	16	193	0.69	0	0	0	3826	2005-04-19	5522
Q334154	Giovanni Battista Della Porta	Filosofia		Superiori	Tra cinquecente e seicento		???	1	26	24	47466	19771	6	5	15	1	0.01	0	0	0	1309	2005-04-14	5527
Q214115	Lorenzo Valla	Filosofia		Superiori	Umanesimo, rinascimento e rifoma		2.3	1	75	77	135425	17300	6	1	19	69	0.40	0	0	0	1253	2005-03-30	5542
Q153232	Jean Baptiste Le Rond d'Alembert	Filosofia		Superiori	Illuminismo		???	1	36	35	64328	26929	6	6	2	2	0.01	0	0	0	39	2005-03-04	5568
Q179785	Gorgia	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	118	122	212559	15331	9	2	7	218	1.42	0	0	0	1140	2005-03-01	5571
Q166955	Sofistica	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	240	244	430800	27404	26	6	1	2651	9.67	0	0	0	3283	2005-02-28	5572
Q602201	Antonio Genovesi	Filosofia		Superiori	Illuminismo		???	1	34	34	60953	14426	6	3	17	1	0.01	0	0	0	473	2005-02-20	5580
Q8011	Avicenna	Filosofia		Superiori	Filosofia nell'età medievale		???	1	116	111	207811	30925	38	6	26	966	3.12	0	0	0	1638	2005-02-08	5592
Q179541	Epicureismo	Filosofia		Superiori	Filosofia e scienza nell'età ellenistica		2.3	1	281	268	504321	12465	2	3	3	1829	14.67	0	0	0	39	2005-02-08	5592
Q76356	Hans-Georg Gadamer	Filosofia		Superiori	Novecento		???	1	60	62	108575	13203	4	8	29	2	0.02	0	0	0	1371	2005-02-02	5598
Q78484	Rudolf Steiner	Filosofia		Superiori	Filosofia tra ottocento e novecento		???	1	365	370	656012	95308	111	11	23	2319	2.43	0	0	0	162449	2005-01-29	5602
Q76325	Filippo Melantone	Filosofia		Superiori	Umanesimo, rinascimento e rifoma		???	1	35	32	62914	19523	1	8	43	688	3.52	0	0	0	39	2005-01-01	5630
Q8739	Archimede	Filosofia		Superiori	Filosofia e scienza nell'età ellenistica		???	1	496	496	892037	78642	104	23	23	1638	2.08	0	0	0	20126	2004-12-06	5656
Q83041	Anassagora	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	94	120	168213	19590	13	4	0	1310	6.69	0	0	0	1012	2004-11-15	5677
Q83375	Empedocle	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	128	138	229167	31897	42	5	8	2	0.01	0	0	0	13176	2004-11-15	5677
Q43216	Epicuro	Filosofia		Superiori	Filosofia e scienza nell'età ellenistica		???	1	322	324	578367	47997	73	7	3	1385	2.89	0	0	0	9175	2004-11-11	5681
Q189380	Patristica	Filosofia		Superiori	Patristica		???	1	71	69	128130	4344	1	1	1	1319	30.36	0	0	0	2353	2004-10-17	5706
Q214816	Pierre Bayle	Filosofia		Superiori	Tra seicento e settecento		???	1	24	20	42304	14517	3	1	4	973	6.70	0	0	0	39	2004-09-29	5724
Q447	Encyclopédie	Filosofia		Superiori	Illuminismo		???	1	156	157	279708	45754	9	7	3	943	2.06	0	0	0	2865	2004-09-21	5732
Q43936	Guglielmo di Occam	Filosofia		Superiori	Filosofia nell'età medievale		???	1	15	2	27237	28264	11	2	17	318	1.13	0	0	0	3688	2004-09-14	5739
Q37577	Giovanni Calvino	Filosofia		Superiori	Umanesimo, rinascimento e rifoma		???	1	173	179	311303	87864	33	17	11	1062	1.21	1	0	0	7337	2004-09-02	5751
Q661655	Metafisica (Aristotele)	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	33	29	59278	6876	3	1	10	192	2.79	0	0	0	642	2004-09-02	5751
Q178668	Atomismo	Filosofia		Superiori	Filosofia nella Grecia classica		2.3	1	62	54	112162	43059	17	0	15	317	0.74	0	0	0	2790	2004-08-28	5756
Q48301	Martin Heidegger	Filosofia		Superiori	Novecento		???	1	326	331	585625	134337	179	12	44	2041	1.52	0	0	0	172428	2004-07-28	5787
Q41568	Michel de Montaigne	Filosofia		Superiori	Umanesimo, rinascimento e rifoma		???	1	124	135	222670	24738	5	3	18	52	0.21	0	0	0	485	2004-07-20	5795
Q40591	Manifesto del Partito Comunista	Filosofia		Superiori	Tra settecento e ottocento		???	1	166	164	297569	18579	11	3	1	525	2.83	0	0	0	1981	2004-07-13	5802
Q38193	Arthur Schopenhauer	Filosofia		Superiori	Tra settecento e ottocento		???	1	535	498	961874	57591	25	8	108	3791	6.58	0	0	0	18862	2004-07-11	5804
Q9235	Georg Wilhelm Friedrich Hegel	Filosofia		Superiori	Tra settecento e ottocento		???	1	383	369	687668	90179	82	4	9	4173	4.63	0	0	0	38284	2004-07-11	5804
Q42544	Tommaso Moro	Filosofia		Superiori	Umanesimo, rinascimento e rifoma		???	1	271	280	486426	25018	3	9	51	948	3.79	1	3	0	4412	2004-07-05	5810
Q12718	Auguste Comte	Filosofia		Superiori	Tra settecento e ottocento		???	1	172	204	309409	57294	62	13	11	1220	2.13	0	0	0	5062	2004-06-18	5827
Q44272	Michel Foucault	Filosofia		Superiori	Novecento		???	1	283	354	508608	43061	15	2	32	2013	4.67	0	1	0	4719	2004-06-18	5827
Q4295	Pietro Abelardo	Filosofia		Superiori	Filosofia nell'età medievale		???	1	85	105	152949	43910	6	3	3	2584	5.88	1	2	0	3221	2004-06-17	5828
Q868	Aristotele	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	728	697	1308462	96098	87	9	22	717	0.75	0	0	0	98568	2004-06-02	5843
Q679842	Idealismo tedesco	Filosofia		Superiori	Tra settecento e ottocento		???	1	69	70	123165	20914	19	4	8	883	4.22	0	0	0	1998	2004-05-20	5856
Q859	Platone	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	797	852	1432778	122504	151	12	25	2255	1.84	0	0	0	151568	2004-05-20	5856
Q102585	Johann Gottlieb Fichte	Filosofia		Superiori	Tra settecento e ottocento		???	1	145	147	260597	53044	25	7	5	62	0.12	0	0	0	18031	2004-05-19	5857
Q35802	Baruch Spinoza	Filosofia		Superiori	Tra seicento e settecento		???	1	355	411	637855	95000	49	9	383	646	0.68	0	0	0	30426	2004-05-04	5872
Q9438	Tommaso d'Aquino	Filosofia		Superiori	Filosofia nell'età medievale		???	1	391	362	702654	76003	27	13	5	847	1.11	1	7	0	63406	2004-04-29	5877
Q913	Socrate	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	776	787	1394285	83290	94	12	7	1618	1.94	0	0	0	57677	2004-04-28	5878
Q9391	Ludwig Wittgenstein	Filosofia		Superiori	Novecento		???	1	227	220	408427	59761	19	8	46	426	0.71	0	0	0	6158	2004-04-25	5881
Q187520	Charles Sanders Peirce	Filosofia		Superiori	Filosofia tra ottocento e novecento		???	1	52	50	93685	13843	0	1	3	480	3.47	0	0	0	601	2004-04-18	5888
Q37621	Thomas Hobbes	Filosofia		Superiori	Tra seicento e settecento		???	1	231	229	415361	60613	53	12	22	700	1.15	0	0	0	10084	2004-04-17	5889
Q7264	Marxismo	Filosofia		Superiori	Tra settecento e ottocento		???	1	335	343	602382	29500	1	3	13	2126	7.21	1	0	0	8590	2004-04-16	5890
Q6512	Søren Kierkegaard	Filosofia		Superiori	Tra settecento e ottocento		???	1	542	1140	973552	124102	66	11	184	595	0.48	0	0	0	35865	2004-04-14	5892
Q38066	Esistenzialismo	Filosofia		Superiori	Novecento		???	1	520	1138	933756	46504	26	8	8	2499	5.37	0	0	0	12130	2004-04-13	5893
Q42156	Henri Bergson	Filosofia		Superiori	Filosofia tra ottocento e novecento		???	1	143	130	256753	48627	17	4	81	750	1.54	0	0	0	4622	2004-04-13	5893
Q2054	Lucio Anneo Seneca	Filosofia		Superiori	Filosofia latina		???	1	574	542	1031160	61922	13	10	4	1171	1.89	1	0	0	12339	2004-04-12	5894
Q134189	Plotino	Filosofia		Superiori	Filosofia e scienza nell'età ellenistica		???	1	152	195	272701	58607	47	5	34	722	1.23	0	0	0	23748	2004-04-12	5894
Q203445	Porfirio	Filosofia		Superiori	Filosofia e scienza nell'età ellenistica		???	1	34	34	61253	11222	8	1	12	84	0.75	0	0	0	562	2004-04-12	5894
Q41980	Democrito	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	164	162	294705	23219	10	4	1	501	2.16	0	1	0	2509	2004-04-07	5899
Q208238	Circolo di Vienna	Filosofia		Superiori	Novecento		???	1	27	28	47709	2289	1	0	0	1797	78.51	1	0	0	39	2004-04-05	5901
Q37388	Francesco Bacone	Filosofia		Superiori	Tra cinquecente e seicento		???	1	220	209	395015	30162	14	6	19	228	0.76	0	0	0	10495	2004-04-04	5902
Q132157	Zenone di Elea	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	102	92	183308	9420	10	1	5	1296	13.76	0	0	0	1677	2004-04-03	5903
Q165589	Leucippo	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	16	23	27973	11166	7	1	0	44	0.39	0	0	0	3612	2004-04-02	5904
Q169243	Protagora	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	118	127	212585	16521	11	1	15	2	0.01	0	0	0	2310	2004-04-01	5905
Q9191	Cartesio	Filosofia		Superiori	Tra cinquecente e seicento		???	1	525	489	944031	94389	105	17	18	394	0.42	0	0	0	15416	2004-03-29	5908
Q179235	Fenomenologia	Filosofia		Superiori	Novecento		???	1	155	146	279175	26482	12	2	27	1019	3.85	0	0	0	4477	2004-03-29	5908
Q192292	Filosofia medievale	Filosofia		Superiori	Filosofia nell'età medievale		???	1	59	46	106186	46159	27	20	19	1240	2.69	0	0	0	2641	2004-03-29	5908
Q9215	Sigmund Freud	Filosofia		Superiori	Novecento		???	1	1295	923	2327607	139003	90	20	52	3433	2.47	0	0	0	26037	2004-03-29	5908
Q58586	Edmund Husserl	Filosofia		Superiori	Novecento		???	1	112	113	201416	42207	27	2	54	574	1.36	0	0	0	7737	2004-03-28	5909
Q60070	Friedrich Schelling	Filosofia		Superiori	Tra settecento e ottocento		???	1	91	83	164065	49651	19	7	3	2	0.00	0	0	0	5212	2004-03-28	5909
Q125551	Parmenide	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	255	249	457759	28462	35	4	2	2	0.01	0	0	0	11691	2004-03-27	5910
Q9312	Immanuel Kant	Filosofia		Superiori	Illuminismo		???	1	572	537	1027789	83399	93	5	37	1670	2.00	0	0	0	32091	2004-03-23	5914
Q1430	Marco Aurelio	Filosofia		Superiori	Filosofia latina		???	1	551	554	990602	123997	230	39	83	4835	3.90	0	0	0	18802	2004-03-23	5914
Q191359	Scuola pitagorica	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	117	116	210761	52792	64	26	6	638	1.21	0	0	0	4479	2004-03-21	5916
Q57196	Franz Brentano	Filosofia		Superiori	Filosofia tra ottocento e novecento		???	1	30	30	53791	16745	5	1	6	1	0.01	0	0	0	1422	2004-03-16	5921
Q36330	Giordano Bruno	Filosofia		Superiori	Tra cinquecente e seicento		???	1	881	795	1583393	130766	98	31	13	565	0.43	0	0	0	48922	2004-03-11	5926
Q41155	Eraclito	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	335	353	601493	45318	64	8	3	1928	4.25	0	0	0	51697	2004-03-10	5927
Q178540	Presocratici	Filosofia		Superiori	Filosofia nella Grecia classica		???	1	85	88	152267	19620	15	0	13	254	1.29	0	0	0	1543	2004-03-10	5927
