id	subject	school	theme	argument	exhisting	article	average_daily_visit	Visite da 1/7/2015 al 31/05/2020	Media visite giornaliere 2019	size	notes	images	incipit_size	incipit_on_size	issues	Fonte necessaria	Chiarire	discussion_size	year	references	first_edit	days
2181	Letteratura italiana	Superiori	Dopoguerra	Coordinate generali	1	Miracolo_economico_italiano	264	474943	256	39827	2	6	661	1.66	1	8	0	3470	???	5	2006-06-19	5096
224	Chimica	Superiori	Sistemi, miscele, sostanze		1	Miscela	99	177315	87	6556	1	0	644	9.82	0	0	0	1029	2	1	2005-10-14	5344
203	Chimica	Superiori	Misure e grandezze		1	Misurazione	25	44163	24	7961	0	1	786	9.87	1	0	0	2144	2	1	2006-06-28	5087
791	Filosofia	Superiori	Filosofia nella Grecia classica		1	Mito della caverna	417	749336	462	21201	1	3	482	2.27	0	0	0	4632	???	1	2006-10-13	4980
2622	Storia	Elementari	Terza elementare	Il Big Bang	1	Mito_cosmogonico	45	80809	40	9436	0	0	1116	11.83	2	1	0	1098	0.3	1	???	#VALUE!
26	Biologia	Superiori	Cellula		1	Mitocondrio	352	633195	281	28742	10	2	1743	6.06	1	0	0	2771	2	0	2003-08-14	6136
2650	Storia	Superiori	Antichità	divinità babilonesi	1	Mitologia_babilonese	72	128934	72	11166	15	3	1022	9.15	1	0	0	2118	???	4	???	#VALUE!
2643	Storia	Superiori	Antichità	Divinità sumere	1	Mitologia_sumera	101	181091	98	22827	4	2	671	2.94	1	0	0	3211	???	5	???	#VALUE!
77	Biologia	Superiori	Genetica		1	Mitosi	498	895712	440	10349	0	11	964	9.31	0	0	0	10923	2	2	2006-11-22	4940
1685	Informatica	Superiori	Dispositivi mobili		1	Mobile Internet Device	15	26236	8	8675	0	0	293	3.38	1	0	0	1037	2	0	2008-10-22	4240
240	Chimica	Superiori	Teoria atomica		1	Modello atomico di Bohr	205	367857	181	12362	1	1	912	7.38	0	0	0	1278	2	1	2004-10-24	5699
237	Chimica	Superiori	Teoria atomica		0	Modello atomico di Dalton	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	2	0	matching	#VALUE!
239	Chimica	Superiori	Teoria atomica		1	Modello atomico di Rutherford	134	241685	136	5258	1	1	1657	31.51	0	0	0	1422	2	0	2009-12-27	3809
238	Chimica	Superiori	Teoria atomica		1	Modello atomico di Thomson	121	216773	115	4660	3	1	762	16.35	0	0	0	1573	2	1	2009-11-12	3854
1779	Informatica	Superiori	Base di dati		1	Modello E-R	126	225803	130	20980	2	2	1560	7.44	1	0	0	9540	2	4	2005-08-01	5418
1719	Informatica	Superiori	Reti e internet		1	Modello OSI	109	195395	220	18734	8	5	1310	6.99	0	1	0	3827	2	2	2004-03-13	5924
1419	Grammatica italiana		Verbo	Modi verbali	1	Modo_(linguistica)	26	45913	22	1683	1	0	1256	74.63	1	0	0	0	???	0	2005-07-04	5446
1245	Geografia		Europa	Moldova	1	Moldavia	765	1374627	756	51406	27	15	3653	7.11	1	0	0	54036	???	2	2004-09-09	5744
251	Chimica	Superiori	Quantitò chimica		1	Mole	469	842918	472	11242	9	1	1817	16.16	0	0	0	12231	2	3	2003-12-18	6010
7	Biologia	Superiori	Chimica della vita		1	Molecola	199	358460	176	52309	38	18	1574	3.01	0	0	0	16150	2	11	2003-07-21	6160
1179	Geografia		Penisola italiana	Molise	1	Molise	853	1532181	734	126117	44	73	3010	2.39	1	5	1	32551	???	9	2003-02-27	6304
3576	Matematica	Elementari	Le quattro operazioni	Moltiplicazione	1	Moltiplicazione	98	176298	74	9905	3	1	538	5.43	0	1	0	5109	0.2	0	2005-07-15	5435
1015	Fisica	Superiori	L'accelerazione		1	Momento angolare	317	570074	332	16468	13	2	1534	9.32	0	0	0	6860	???	16	2004-12-31	5631
991	Fisica	Superiori	Equilibrio dei solidi		1	Momento meccanico	242	434296	217	17114	4	3	1305	7.63	0	0	1	731	???	0	2006-08-20	5034
2763	Storia	Superiori	Alto medioevo	Monachesimo	1	Monachesimo	215	387076	195	19008	8	2	372	1.96	1	0	0	3430	???	0	???	#VALUE!
610	Diritto e Economia	Superiori	Stato, Costituzone e relazioni internazionali		1	Monarchia	221	397300	199	12176	2	2	1149	9.44	1	0	0	939	2.1	0	2003-06-19	6192
1854	Letteratura italiana	Superiori	XIII secolo - Scuola toscana	Dante Alighieri	1	Monarchia_(Dante)	89	160452	93	30045	3	1	997	3.32	1	0	0	3552	2.3	0	2006-05-20	5126
2948	Storia	Superiori	XVI-XVII secolo	Stato parlamentare	1	Monarchia_parlamentare	251	451513	299	7216	0	1	301	4.17	1	0	0	36	???	0	???	#VALUE!
2764	Storia	Superiori	Alto medioevo	Monastero	1	Monastero	177	318162	174	32663	4	4	151	0.46	0	0	0	2997	???	0	???	#VALUE!
738	Diritto e Economia	Superiori	Mercato della moneta		1	Moneta	266	478239	214	47485	4	3	1942	4.09	1	2	0	30935	2.1	2	2003-08-20	6130
3657	Matematica	Medie	Aritmetica	Algebra	1	Monomio	142	255190	113	12101	11	0	1121	9.26	0	0	0	1132	1.2	11	2004-03-16	5921
721	Diritto e Economia	Superiori	Le regole del mercato e le sue forme		1	Monopolio	161	288515	131	14349	2	1	586	4.08	0	0	0	2099	2.1	1	2005-01-20	5611
1107	Geografia		Geografia fisica	Montagna	1	Montagna	295	530484	275	25327	13	10	3283	12.96	6	0	0	2004-04-04	???	4	2004-04-04	5902
1253	Geografia		Europa	Montenegro	1	Montenegro	708	1272662	648	39427	18	10	3831	9.72	0	1	0	16678	???	3	2005-07-20	5430
885	Filosofia	Superiori	Illuminismo		1	Montesquieu	217	389436	216	37143	13	4	83	0.22	0	0	0	5113	???	16	2003-04-13	6259
1908	Letteratura italiana	Superiori	XV Secolo	Luigi Pulci	1	Morgante_(poema)	75	134548	69	12802	3	2	907	7.08	0	0	0	1198	2.3	10	2007-02-17	4853
589	Diritto e Economia	Superiori	Soggetti del diritto		1	Morte presunta	56	99897	78	4657	0	0	394	8.46	1	0	1	49	2.1	0	2006-11-07	4955
841	Filosofia	Superiori	Filosofia nell'età medievale		1	Mosè Maimonide	56	100394	83	65581	50	21	1422	2.17	0	0	0	2483	???	18	2005-12-04	5293
3015	Storia	Superiori	XVIII-XIX secolo	I moti del 1820-21	1	Moti_del_1820-1821	181	324477	161	24419	7	8	2186	8.95	0	0	0	1410	???	1	2007-12-01	4566
3019	Storia	Superiori	XVIII-XIX secolo	Moti del 1830-31	1	Moti_del_1830-1831	93	166777	88	14308	6	2	920	6.43	0	0	0	36	???	3	???	#VALUE!
2019	Letteratura italiana	Superiori	Primo Ottocento	Coordinate generali	1	Moti_rivoluzionari	81	146448	76	8560	0	0	423	4.94	0	0	0	50	2.4	0	2007-03-11	4831
1008	Fisica	Superiori	La velocità		1	Moto (fisica)	87	157048	76	3697	1	3	660	17.85	0	0	0	478	???	0	2006-01-22	5244
1020	Fisica	Superiori	I moti nel piano		1	Moto armonico	225	404698	174	19672	3	8	1959	9.96	0	0	0	2136	???	8	2004-03-15	5922
1012	Fisica	Superiori	L'accelerazione		1	Moto circolare	147	264851	109	13889	0	3	1023	7.37	1	0	0	6157	???	0	2004-03-15	5922
1005	Fisica	Superiori	La velocità		1	Moto rettilineo	164	295171	122	15268	6	1	1930	12.64	0	0	0	4146	???	6	2004-12-04	5658
1011	Fisica	Superiori	L'accelerazione		1	Moto rettilineo uniformemente accelerato	6	10990	6	70	0	0	67	95.71	0	0	0	0	???	0	2006-01-22	5244
1616	Informatica	Medie	Competenze digitali con il PC		1	Motore di ricerca	240	431262	241	21327	4	1	726	3.40	1	0	0	1577	0	4	2004-08-01	5783
2979	Storia	Superiori	XVIII-XIX secolo	Motore a vapore	1	Motore_a_vapore	169	304278	145	11132	0	7	390	3.50	0	0	0	332	???	1	???	#VALUE!
2112	Letteratura italiana	Superiori	Primo novecento	Gabriele D'Annunzio	1	Motti_dannunziani	180	323201	173	21735	26	1	235	1.08	0	0	0	6572	2.5	3	2008-06-26	4358
1601	Informatica	Medie	Introduzione		1	Mouse	110	197063	107	22072	6	9	889	4.03	1	0	0	7968	1	3	2003-09-19	6100
2299	Scienze della Terra	Superiori	La Terra e la sua Luna		1	Movimenti della Terra	205	367543	176	2994	1	1	439	14.66	1	0	0	7746	2	0	2007-02-09	4861
3249	Storia	Superiori	XX-XXI secolo	La lotta per l'indipendenza indiana	1	Movimento_d'indipendenza_indiano	13	22572	14	8052	2	0	467	5.80	0	0	0	94	???	22	???	#VALUE!
3090	Storia	Superiori	XVIII-XIX secolo	Movimento operaio	1	Movimento_operaio	56	100893	59	8084	0	1	152	1.88	0	0	0	1497	???	0	???	#VALUE!
1653	Informatica	Superiori	Basi dell'informatica		1	MP3	131	235165	127	25578	10	3	691	2.70	1	5	0	3825	2	3	2004-04-03	5903
1623	Informatica	Medie	Dispositivi mobili		1	Multi-touch	16	29537	14	10655	10	2	1139	10.69	0	0	0	1032	1	0	2007-12-23	4544
398	Cittadinanza e costituzione	Medie	Primo anno		1	Multiculturalismo	69	123161	64	15182	11	1	746	4.91	0	0	0	4646	1.1	10	2007-03-21	4821
3262	Storia	Superiori	XX-XXI secolo	Crollo del muro di Berlino	1	Muro_di_Berlino	1771	3182861	2904	46327	27	11	2791	6.02	0	0	0	37999	???	25	???	#VALUE!
124	Biologia	Superiori	Corpo umano	Apparato locomotore	1	Muscolo	305	547339	262	14456	1	1	854	5.91	0	0	0	297	2	0	2005-06-10	5470
1651	Informatica	Superiori	Basi dell'informatica		1	Musica digitale	53	96088	48	14090	14	1	2437	17.30	0	0	0	4279	2	0	2004-05-02	5874
1654	Informatica	Superiori	Basi dell'informatica		1	Musical Instrument Digital Interface	79	141808	72	42742	0	5	286	0.67	1	0	1	2319	2	9	2004-10-19	5704
79	Biologia	Superiori	Genetica		1	Mutazione genetica	343	616259	320	47944	9	8	2086	4.35	0	0	0	4256	2	7	2006-03-02	5205
2443	Scienze	Medie	Vivere insieme		1	Mutualismo	59	105999	55	10760	11	2	391	3.63	2	2	0	37	1	5	2005-06-11	5469
2100	Letteratura italiana	Superiori	Secondo Ottocento	Giovanni Pascoli	1	Myricae	173	310833	186	9431	3	3	1571	16.66	2	0	0	477	2.4	0	2005-03-08	5564
3002	Storia	Superiori	XVIII-XIX secolo	Napoleone	1	Napoleone_Bonaparte	2084	3744207	2182	161046	217	93	5443	3.38	0	0	0	88189	???	49	???	#VALUE!
3430	Storia dell'arte	Superiori	Il Quattrocento		1	Nascita di Venere	445	800350	440	17656	13	7	1583	8.97	1	0	0	6391	???	11	2004-03-28	5909
3282	Storia	Superiori	XX-XXI secolo	Referendum del 1946	1	Nascita_della_Repubblica_Italiana	749	1346830	793	85754	74	22	3473	4.05	1	0	0	125360	???	6	2005-06-02	5478
676	Diritto e Economia	Superiori	Le istituzioni locali, europee e internazionali		1	NATO	161	289528	156	63	0	0	60	95.24	0	0	0	0	2.1	0	2011-12-12	3094
3493	Storia dell'arte	Superiori	L'Ottocento		1	Natura morta con mele	8	14942	7	683	0	1	244	35.72	1	0	0	1489	???	0	2007-05-03	4778
2068	Letteratura italiana	Superiori	Secondo Ottocento	Naturalismo&Verismo	1	Naturalismo	7	12390	5	555	0	0	415	74.77	0	0	0	0	2.4	0	2004-04-09	5897
2951	Storia	Superiori	XVI-XVII secolo	le navi negriere	1	Nave_negriera	15	26900	25	9013	29	6	1214	13.47	0	0	0	1100	???	3	???	#VALUE!
2669	Storia	Superiori	Antichità	le navi fenicie	0	Navi fenicie	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	0	???	#VALUE!
3116	Storia	Superiori	XX-XXI secolo	Nazionalismo	1	Nazionalismo	303	544004	310	23780	12	3	831	3.49	0	0	0	8571	???	9	???	#VALUE!
3186	Storia	Superiori	XX-XXI secolo	Il nazismo	1	Nazionalsocialismo	477	857635	507	85259	54	7	4335	5.08	1	2	0	70485	???	47	???	#VALUE!
1125	Geografia		Geografia politica ed economica	Nazione	1	Nazione	175	313857	172	27197	7	0	2552	9.38	0	2	0	2004-09-09	???	9	2004-09-09	5744
3312	Storia	Superiori	XX-XXI secolo	Ndrangheta	1	ndrangheta	269	482907	600	23	0	0	20	86.96	0	0	0	0	???	0	???	#VALUE!
2703	Storia	Superiori	Grecia e Italia preromana	Necropoli di Cerveteri	1	Necropoli_della_Banditaccia	59	105137	58	8640	10	11	694	8.03	0	0	0	314	???	1	???	#VALUE!
2702	Storia	Superiori	Grecia e Italia preromana	Necropoli di Tarquinia	1	Necropoli_di_Tarquinia	21	37526	38	5642	2	4	3287	58.26	0	0	0	1248	???	1	???	#VALUE!
2004	Letteratura italiana	Superiori	Fra XVIII e XIX sec.	Coordinate generali	1	Neoclassicismo	450	809348	419	19399	5	12	975	5.03	0	2	0	5434	2.4	5	2005-12-31	5266
933	Filosofia	Superiori	Novecento		1	Neohegelismo	11	20000	13	6391	2	0	497	7.78	0	0	0	39	???	3	2008-08-19	4304
932	Filosofia	Superiori	Novecento		1	Neokantismo	12	22436	11	4950	0	0	1212	24.48	0	0	0	39	???	0	2006-06-03	5112
2639	Storia	Elementari	Terza elementare	Neolitico	1	Neolitico	364	654278	353	57194	29	16	1153	2.02	0	0	0	5877	0.3	11	???	#VALUE!
81	Biologia	Superiori	Genetica		1	Neoplasia	887	1593533	1048	85585	81	12	1537	1.80	0	1	0	29648	2	20	2003-05-14	6228
805	Filosofia	Superiori	Filosofia e scienza nell'età ellenistica		1	Neoplatonismo	156	280146	161	63116	44	23	1685	2.67	0	0	0	2207	???	21	2005-10-13	5345
2182	Letteratura italiana	Superiori	Dopoguerra	Coordinate generali	1	Neorealismo	72	129944	20	789	0	0	747	94.68	0	0	0	1493	2.5	0	2005-03-12	5560
3560	Tecnologia	Elementari	Tecnologia	Comunicazione in maniera non ostile	1	Netiquette	249	447776	222	21545	2	2	2183	10.13	2	0	0	18038	0	4	2002-07-20	6526
142	Biologia	Superiori	Corpo umano	Sistema nervoso e organi di senso	1	Neurone	383	688480	390	12810	1	5	578	4.51	0	0	0	7257	2	2	2004-05-06	5870
145	Biologia	Superiori	Corpo umano	Sistema nervoso e organi di senso	1	Neurotrasmettitore	205	368036	196	11166	2	0	936	8.38	0	1	0	436	2	2	2004-10-12	5711
3133	Storia	Superiori	XX-XXI secolo	la neutralità italiana	1	Neutralità_italiana_(1914-1915)	47	84283	36	67241	31	7	451	0.67	1	3	0	3957	???	22	???	#VALUE!
316	Chimica	Superiori	Soluzioni		1	Neutralizzazione (chimica)	52	93315	64	3108	1	1	1362	43.82	0	0	0	106	2	1	2011-04-20	3330
230	Chimica	Superiori	Teoria atomica		1	Neutrone	127	228610	123	13595	4	2	1255	9.23	1	0	0	1196	2	13	2003-12-17	6011
854	Filosofia	Superiori	Umanesimo, rinascimento e rifoma		1	Niccolò Machiavelli	760	1366322	766	85726	45	16	1904	2.22	0	2	0	49567	2.3	15	2006-12-06	4926
913	Filosofia	Superiori	Tra settecento e ottocento		1	Nichilismo	816	1466884	728	62546	64	4	4274	6.83	0	0	0	21570	???	18	2005-06-13	5467
833	Filosofia	Superiori	Filosofia nell'età medievale		1	Nicola Cusano	122	219064	112	57542	19	17	2	0.00	1	0	0	6668	???	26	2005-05-02	5509
878	Filosofia	Superiori	Tra seicento e settecento		1	Nicolas Malebranche	21	38039	15	18008	10	1	319	1.77	0	0	0	228	???	0	2006-08-09	5045
1274	Geografia		Africa	Niger	1	Niger	221	397777	207	37012	34	10	2231	6.03	0	0	1	6134	???	1	2005-02-06	5594
1277	Geografia		Africa	Nigeria	1	Nigeria	696	1250023	665	46731	29	9	2999	6.42	0	1	0	11176	???	2	2004-07-22	5793
3239	Storia	Superiori	XX-XXI secolo	Kruscev	1	Nikita Sergeevič Chruščëv	21	30236	29	30236	21	29	1519	5.02	0	2	0	8892	???	10	???	#VALUE!
2654	Storia	Superiori	Antichità	Il Nilo	1	Nilo	437	784510	483	28991	14	17	2698	9.31	0	0	0	4845	???	2	???	#VALUE!
1395	Grammatica italiana		Sostantivo	Nomi astratti/concreti	0	Nome astratto	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	0	???	#VALUE!
1388	Grammatica italiana		Sostantivo	Numero dei sostantivi	0	Nome collettivo	0	0	0	59	0	0	56	94.92	0	0	0	0	???	0	???	#VALUE!
1396	Grammatica italiana		Sostantivo	Nomi astratti/concreti	0	Nome concreto	5	9029	5	0	0	0	0	#DIV/0!	0	0	0	0	???	0	???	#VALUE!
1387	Grammatica italiana		Sostantivo	Numero dei sostantivi	0	Nome individuale	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	0	???	#VALUE!
1390	Grammatica italiana		Sostantivo	Numero dei sostantivi	0	Nome invariabile	0	0	0	41	0	0	38	92.68	0	0	0	0	???	0	???	#VALUE!
1386	Grammatica italiana		Sostantivo	Numero dei sostantivi	0	Nome non numerabile	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	0	???	#VALUE!
1385	Grammatica italiana		Sostantivo	Numero dei sostantivi	0	Nome numerabile	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	0	???	#VALUE!
1394	Grammatica italiana		Sostantivo	Nomi propri	0	Nome proprio di luogo	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	0	matching	#VALUE!
1393	Grammatica italiana		Sostantivo	Nomi propri	1	Nome proprio di persona	1	1815	0	19	0	0	16	84.21	0	0	0	0	???	2	2011-09-29	3168
1389	Grammatica italiana		Sostantivo	Numero dei sostantivi	0	Nome sovrabbondante	0	0	0	43	0	0	40	93.02	0	0	0	0	???	0	???	#VALUE!
1391	Grammatica italiana		Sostantivo	Nomi comuni	1	Nome_comune	3	4677	2	311	0	0	284	91.32	0	0	0	0	???	0	2009-04-20	4060
1392	Grammatica italiana		Sostantivo	Nomi propri	1	Nome_proprio	49	87551	38	3081	3	0	2023	65.66	1	0	0	0	???	0	2004-09-07	5746
303	Chimica	Superiori	Nomenclatura dei composti		1	Nomenclatura chimica	258	463394	249	44452	1	1	1514	3.41	0	0	0	1892	2	2	2009-02-06	4133
1527	Grammatica latina	Superiori	Flessione del sostantivo	I casi	1	Nominativo	29	52783	28	4000	1	0	701	17.53	1	0	0	175	2.1	1	2004-10-25	5698
284	Chimica	Superiori	Sistema periodico		1	Non metallo	53	96122	48	1836	0	0	348	18.95	0	0	0	37	2	0	2005-07-20	5430
2173	Letteratura italiana	Superiori	Il secolo breve	Eugenio Montale	1	Non_chiederci_la_parola_che_squadri_da_ogni_lato	37	66517	42	2396	0	0	167	6.97	1	0	0	1000	2.5	0	2006-12-22	4910
1264	Geografia		Africa	Africa mediterranea	1	Nordafrica	115	206731	112	7092	0	7	433	6.11	1	0	0	0	???	0	2006-01-11	5255
559	Diritto e Economia	Superiori	La società e ordinamento giuridico		1	Norma (scienze sociali)	25	45146	27	5707	0	0	374	6.55	1	0	0	773	2.1	1	2006-06-14	5101
560	Diritto e Economia	Superiori	La società e ordinamento giuridico		1	Norma giuridica	274	491797	268	9778	2	0	378	3.87	0	0	0	5019	0	0	2004-05-23	5853
1785	Informatica	Superiori	Base di dati		1	Normalizzazione (informatica)	91	164305	99	8797	0	0	637	7.24	1	0	0	5025	2	0	2005-06-21	5459
2800	Storia	Superiori	Alto medioevo	Normanni	1	Normanni	565	1014970	565	30973	7	8	1817	5.87	0	0	0	20055	???	28	???	#VALUE!
1208	Geografia		Europa	Norvegia	1	Norvegia	1197	2150795	1166	51949	21	43	4649	8.95	0	0	0	10408	???	0	2004-03-19	5918
1639	Informatica	Superiori	Basi dell'informatica		1	Notazione posizionale	13	23123	14	9066	0	10	919	10.14	2	0	0	41	2	0	2005-10-12	5346
952	Fisica	Superiori	Le grandezze fisiche		1	Notazione scientifica	130	233335	111	5831	1	0	404	6.93	0	0	0	555	???	0	2004-08-28	5756
2594	Storia	Elementari	Prima elementare		1	Notte	55	99702	51	6621	4	1	609	9.20	0	0	0	4042	0.1	0	???	#VALUE!
3198	Storia	Superiori	XX-XXI secolo	Notte dei cristalli	1	Notte_dei_cristalli	353	634306	368	37182	26	8	3763	10.12	0	0	1	8586	???	13	???	#VALUE!
2927	Storia	Superiori	XVI-XVII secolo	Strage di San Bartolomeo	1	Notte_di_san_Bartolomeo	173	310864	208	31290	22	8	2628	8.40	0	0	0	9001	???	18	???	#VALUE!
3502	Storia dell'arte	Superiori	Il primo Novecento		1	Novecento (movimento artistico)	90	161044	78	23347	21	20	1728	7.40	1	0	0	7029	???	17	2006-04-24	5152
1864	Letteratura italiana	Superiori	Secolo XIV	Forme letterarie	1	Novella	135	241767	117	24750	2	0	2152	8.69	1	0	0	339	2.3	1	2004-11-13	5679
2078	Letteratura italiana	Superiori	Secondo Ottocento	Giovanni Verga	1	Novelle rusticane	12	21956	10	65	0	0	62	95.38	0	0	0	0	2.4	2	2010-10-09	3523
2135	Letteratura italiana	Superiori	Primo novecento	Luigi Pirandello	1	Novelle_per_un_anno	119	213282	107	21265	6	3	123	0.58	0	0	0	1413	2.5	0	2007-01-07	4894
1860	Letteratura italiana	Superiori	Secolo XIII - prosa narrativa	Il novellino	1	Novellino	41	73660	38	4181	0	1	157	3.76	1	0	0	1043	2.3	7	2005-02-12	5588
1772	Informatica	Superiori	Teoria della cmputazione		1	NP (complessità)	11	19234	11	7756	0	1	2083	26.86	1	0	0	41	2	0	2008-02-29	4476
1773	Informatica	Superiori	Teoria della cmputazione		1	NP-completo	34	61994	39	15735	0	1	1654	10.51	1	0	0	1849	2	10	2006-06-11	5104
242	Chimica	Superiori	Teoria atomica		1	Nucleo atomico	99	177263	79	11324	1	2	515	4.55	0	0	0	1453	2	1	2004-04-21	5885
21	Biologia	Superiori	Cellula		1	Nucleo cellulare	169	304587	144	14499	0	4	1174	8.10	1	0	0	1207	2	0	2003-08-19	6131
2514	Scienze	Medie	Struttura della Terra		1	Nucleo terrestre	121	217722	103	7924	8	1	425	5.36	0	0	0	2194	1	0	2004-04-21	5885
1407	Grammatica italiana		Aggettivo	Aggettivi numerali	1	Numerale	26	46356	18	22278	1	0	1567	7.03	1	0	0	4569	???	0	2007-04-27	4784
241	Chimica	Superiori	Teoria atomica		1	Numero atomico	289	519771	248	5505	4	2	1219	22.14	0	0	0	337	2	0	2003-07-03	6178
3796	Matematica	Superiori	Funzioni	Funzione esponenziale	1	Numero di Eulero	6	11375	4	1182	0	0	1054	89.17	0	0	0	0	2.4	1	2005-01-16	5615
243	Chimica	Superiori	Teoria atomica		1	Numero di massa	119	213240	122	2491	2	1	626	25.13	1	0	0	37	2	6	2004-09-17	5736
1382	Grammatica italiana		Sostantivo	Numero dei sostantivi	1	Numero_(linguistica)	9	15774	8	2386	1	0	223	9.35	1	0	0	0	???	0	2005-07-05	5445
3794	Matematica	Superiori	Numeri complessi	Numeri complessi	1	Numero_complesso	263	472301	230	28037	2	2	1083	3.86	0	0	0	11687	2.4	1	2004-06-02	5843
3665	Matematica	Medie	Aritmetica	Insiemi numerici	1	Numero_intero	215	385962	189	10778	0	0	1019	9.45	0	0	0	5779	1.3	0	2004-06-01	5844
3664	Matematica	Medie	Aritmetica	Insiemi numerici	1	Numero_naturale	336	604272	339	15267	2	3	784	5.14	1	0	0	3612	1.3	2	2004-06-01	5844
3656	Matematica	Medie	Aritmetica	Numeri negativi	1	Numero_negativo	46	82479	51	5648	0	4	720	12.75	1	0	0	1789	1.2	0	2006-10-11	4982
3633	Matematica	Medie	Aritmetica	Decimali&frazioni	1	Numero_primo	738	1325550	645	88734	98	17	2126	2.40	0	0	0	79417	1.1	28	2003-05-26	6216
3629	Matematica	Medie	Aritmetica	Decimali&frazioni	1	Numero_razionale	375	673377	355	21603	6	2	2034	9.42	0	0	0	540	1.1	4	2004-06-01	5844
3667	Matematica	Medie	Aritmetica	Insiemi numerici	1	Numero_reale	318	571061	328	37521	1	4	2048	5.46	0	0	3	8507	1.3	0	2004-06-02	5843
3245	Storia	Superiori	XX-XXI secolo	Nuova Frontiera	1	Nuova_Frontiera	22	39868	23	20430	13	1	3157	15.45	0	1	0	2106	???	5	???	#VALUE!
3160	Storia	Superiori	XX-XXI secolo	La NEP	1	Nuova_politica_economica	117	209437	123	28200	0	1	1064	3.77	1	0	0	36	???	0	???	#VALUE!
1336	Geografia		Oceania e poli	Nuova Zelanda	1	Nuova_Zelanda	1026	1844463	1062	55367	24	12	3460	6.25	1	0	0	21944	???	2	2006-11-23	4939
2657	Storia	Superiori	Antichità	Nuovo regno	1	Nuovo_Regno_(Egitto)	17	30544	41	13260	0	18	2351	17.73	1	0	0	170	???	0	???	#VALUE!
2323	Scienze della Terra	Superiori	Atmosfera e clima		1	Nuvola	250	449322	236	22436	5	17	1158	5.16	0	0	0	2603	2	2	2005-05-06	5505
1844	Letteratura italiana	Superiori	XIII secolo - Scuola toscana	Iacopone da Todi	0	O papa Bonifazio	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	0	???	#VALUE!
545	Cittadinanza e costituzione	Superiori	Cittadini e ambiente		1	Obiettivi di sviluppo sostenibile	90	161921	175	57435	77	19	3179	5.53	0	1	0	10774	0	0	2015-10-02	1704
2152	Letteratura italiana	Superiori	Il secolo breve	Salvatore Quasimodo	1	Oboe_sommerso	11	19514	10	897	0	0	191	21.29	2	0	0	50	2.5	0	2010-05-09	3676
974	Fisica	Superiori	La luce		1	Occhio	421	756171	364	49924	8	11	809	1.62	0	0	0	12558	???	0	2006-11-24	4938
1333	Geografia		Oceania e poli	Oceania	1	Oceania	548	984180	538	17717	3	6	1123	6.34	1	1	0	1514	???	1	2003-09-28	6091
2336	Scienze della Terra	Superiori	Idrosfera e le acque oceaniche		1	Oceano	288	517644	236	27138	9	0	303	1.12	1	0	1	10393	2	1	2004-11-15	5677
1999	Letteratura italiana	Superiori	XVIII Secolo	Giuseppe Parini	1	Odi (Parini)	41	73987	39	3585	0	0	295	8.23	1	0	0	1118	???	0	???	#VALUE!
2096	Letteratura italiana	Superiori	Secondo Ottocento	Giosuè Carducci	1	Odi_barbare	47	84645	33	2961	2	1	116	3.92	0	0	0	348	2.4	0	2010-01-02	3803
3229	Storia	Superiori	XX-XXI secolo	La liberazione	1	Offensiva_della_primavera_1945_sul_fronte_italiano	21	36986	21	22424	6	7	1899	8.47	0	0	0	2825	???	7	???	#VALUE!
518	Cittadinanza e costituzione	Superiori	Lavoro nella costituzione		1	Offerta di lavoro	27	47816	29	5354	0	3	378	7.06	0	0	0	107	0	3	2007-09-07	4651
1759	Informatica	Superiori	Programmazione in C ed a oggetti		1	Oggetto (informatica)	45	81615	49	14263	0	0	223	1.56	1	0	0	1874	2	0	2004-04-02	5904
2285	Scienze della Terra	Superiori	L'universo		1	Oggetto celeste	56	101300	65	14116	6	1	1905	13.50	0	0	0	1840	2	3	2005-04-06	5535
2597	Storia	Elementari	Prima elementare		1	Oggi	39	70254	52	1133	0	0	422	37.25	0	0	0	820	0.1	0	???	#VALUE!
149	Biologia	Superiori	Corpo umano	Sistema nervoso e organi di senso	1	Olfatto	122	219940	119	23406	1	2	811	3.46	0	0	0	1876	2	0	2006-01-18	5248
722	Diritto e Economia	Superiori	Le regole del mercato e le sue forme		1	Oligopolio	90	161145	76	4368	0	0	537	12.29	0	0	0	2666	2.1	0	2005-01-21	5610
1959	Letteratura italiana	Superiori	XVI Secolo	Torquato Tasso	0	Olindo e Sofronia	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	2.3	0	matching	#VALUE!
3270	Storia	Superiori	XX-XXI secolo	Olocausto	1	Olocausto	1279	2298254	1271	190100	236	36	4687	2.47	0	1	2	131072	???	67	???	#VALUE!
2632	Storia	Elementari	Terza elementare		1	Olocene	100	179762	119	22507	15	16	921	4.09	0	0	0	3419	0.3	4	???	#VALUE!
